id,ts,class
320,2010-06-08T4:17:17.000Z,3
320,2010-06-08T4:17:17.000Z,3
320,2010-06-08T4:22:13.000Z,3
320,2010-06-08T4:22:13.000Z,3
320,2010-06-08T4:22:13.000Z,3
320,2010-06-08T4:27:22.000Z,3
320,2010-06-08T4:27:22.000Z,3
320,2010-06-08T4:27:22.000Z,3
320,2010-06-08T4:32:21.000Z,3
320,2010-06-08T4:32:21.000Z,3
320,2010-06-08T4:32:21.000Z,3
320,2010-06-08T4:37:30.000Z,3
320,2010-06-08T4:37:30.000Z,3
320,2010-06-08T4:37:30.000Z,3
320,2010-06-08T4:37:30.000Z,3
320,2010-06-08T4:37:30.000Z,3
320,2010-06-08T4:42:52.000Z,3
320,2010-06-08T4:42:52.000Z,3
320,2010-06-08T4:42:52.000Z,3
320,2010-06-08T4:42:52.000Z,3
320,2010-06-08T4:42:52.000Z,3
320,2010-06-08T4:52:33.000Z,3
320,2010-06-08T4:52:33.000Z,3
320,2010-06-08T4:52:33.000Z,3
320,2010-06-08T4:52:33.000Z,3
320,2010-06-08T4:52:33.000Z,3
320,2010-06-08T4:57:37.000Z,3
320,2010-06-08T4:57:37.000Z,3
320,2010-06-08T4:57:37.000Z,3
320,2010-06-08T5:02:41.000Z,3
320,2010-06-08T5:02:41.000Z,3
320,2010-06-08T5:02:41.000Z,3
320,2010-06-08T5:12:48.000Z,3
320,2010-06-08T5:12:48.000Z,3
320,2010-06-08T5:12:48.000Z,3
320,2010-06-08T5:12:48.000Z,3
320,2010-06-08T5:12:48.000Z,3
320,2010-06-08T5:17:59.000Z,3
320,2010-06-08T5:17:59.000Z,3
320,2010-06-08T5:17:59.000Z,3
320,2010-06-08T5:17:59.000Z,3
320,2010-06-08T5:17:59.000Z,3
320,2010-06-08T5:28:01.000Z,3
320,2010-06-08T5:28:01.000Z,3
320,2010-06-08T5:28:01.000Z,3
320,2010-06-08T5:38:55.000Z,3
320,2010-06-08T5:38:55.000Z,3
320,2010-06-08T5:38:55.000Z,3
320,2010-06-08T6:15:17.000Z,3
320,2010-06-08T6:15:17.000Z,3
320,2010-06-08T6:15:17.000Z,3
320,2010-06-08T6:20:23.000Z,3
320,2010-06-08T6:20:23.000Z,3
320,2010-06-08T6:20:23.000Z,3
320,2010-06-08T6:26:00.000Z,3
320,2010-06-08T6:26:00.000Z,3
320,2010-06-08T6:26:00.000Z,3
320,2010-06-08T6:31:02.000Z,3
320,2010-06-08T6:31:02.000Z,3
320,2010-06-08T6:31:02.000Z,3
320,2010-06-08T6:31:02.000Z,3
320,2010-06-08T6:31:02.000Z,3
320,2010-06-08T6:36:01.000Z,3
320,2010-06-08T6:36:01.000Z,3
320,2010-06-08T6:36:01.000Z,3
320,2010-06-08T6:41:29.000Z,3
320,2010-06-08T6:41:29.000Z,3
320,2010-06-08T6:41:29.000Z,3
320,2010-06-08T6:46:43.000Z,3
320,2010-06-08T6:46:43.000Z,3
320,2010-06-08T6:46:43.000Z,3
320,2010-06-08T6:46:43.000Z,3
320,2010-06-08T6:46:43.000Z,3
320,2010-06-08T6:52:05.000Z,3
320,2010-06-08T6:52:05.000Z,3
320,2010-06-08T6:52:05.000Z,3
320,2010-06-08T6:52:05.000Z,3
320,2010-06-08T6:52:05.000Z,3
320,2010-06-08T6:57:24.000Z,3
320,2010-06-08T6:57:24.000Z,3
320,2010-06-08T6:57:24.000Z,3
320,2010-06-08T6:57:24.000Z,3
320,2010-06-08T6:57:24.000Z,3
320,2010-06-08T7:02:56.000Z,3
320,2010-06-08T7:02:56.000Z,3
320,2010-06-08T7:02:56.000Z,3
320,2010-06-08T7:02:56.000Z,3
320,2010-06-08T7:02:56.000Z,3
320,2010-06-08T7:08:40.000Z,3
320,2010-06-08T7:08:40.000Z,3
320,2010-06-08T7:08:40.000Z,3
320,2010-06-08T7:08:40.000Z,3
320,2010-06-08T7:08:40.000Z,3
320,2010-06-08T7:18:42.000Z,3
320,2010-06-08T7:18:42.000Z,3
320,2010-06-08T7:18:42.000Z,3
320,2010-06-08T7:18:42.000Z,3
320,2010-06-08T7:18:42.000Z,3
320,2010-06-08T7:28:45.000Z,3
320,2010-06-08T7:28:45.000Z,3
320,2010-06-08T7:28:45.000Z,3
320,2010-06-08T7:33:32.000Z,3
320,2010-06-08T7:33:32.000Z,3
320,2010-06-08T7:33:32.000Z,3
320,2010-06-08T7:33:32.000Z,3
320,2010-06-08T7:33:32.000Z,3
320,2010-06-08T7:38:26.000Z,3
320,2010-06-08T7:38:26.000Z,3
320,2010-06-08T7:38:26.000Z,3
320,2010-06-08T7:43:31.000Z,3
320,2010-06-08T7:43:31.000Z,3
320,2010-06-08T7:43:31.000Z,3
320,2010-06-08T7:43:31.000Z,3
320,2010-06-08T7:43:31.000Z,3
320,2010-06-08T7:48:28.000Z,3
320,2010-06-08T7:48:28.000Z,3
320,2010-06-08T7:48:28.000Z,3
320,2010-06-08T7:53:16.000Z,3
320,2010-06-08T7:53:16.000Z,3
320,2010-06-08T7:53:16.000Z,3
320,2010-06-08T7:53:16.000Z,3
320,2010-06-08T7:53:16.000Z,3
320,2010-06-08T7:58:12.000Z,3
320,2010-06-08T7:58:12.000Z,3
320,2010-06-08T7:58:12.000Z,3
320,2010-06-08T7:58:12.000Z,3
320,2010-06-08T7:58:12.000Z,3
320,2010-06-08T8:03:18.000Z,3
320,2010-06-08T8:03:18.000Z,3
320,2010-06-08T8:03:18.000Z,3
320,2010-06-08T8:03:18.000Z,3
320,2010-06-08T8:03:18.000Z,3
320,2010-06-08T8:08:13.000Z,3
320,2010-06-08T8:08:13.000Z,3
320,2010-06-08T8:08:13.000Z,3
320,2010-06-08T8:29:11.000Z,3
320,2010-06-08T8:29:11.000Z,3
320,2010-06-08T8:29:11.000Z,3
320,2010-06-08T8:34:20.000Z,3
320,2010-06-08T8:34:20.000Z,3
320,2010-06-08T8:34:20.000Z,3
320,2010-06-08T12:08:28.000Z,5
320,2010-06-08T12:08:28.000Z,5
320,2010-06-08T12:08:28.000Z,5
320,2010-06-08T12:28:56.000Z,5
320,2010-06-08T12:28:56.000Z,5
320,2010-06-08T12:28:56.000Z,5
320,2010-06-08T12:28:56.000Z,5
320,2010-06-08T12:28:56.000Z,5
320,2010-06-08T12:49:23.000Z,5
320,2010-06-08T12:49:23.000Z,5
320,2010-06-08T12:49:23.000Z,5
320,2010-06-08T12:49:23.000Z,5
320,2010-06-08T12:49:23.000Z,5
320,2010-06-08T13:10:12.000Z,5
320,2010-06-08T13:10:12.000Z,5
320,2010-06-08T13:10:12.000Z,5
320,2010-06-08T13:10:12.000Z,5
320,2010-06-08T13:10:12.000Z,5
320,2010-06-08T13:30:34.000Z,5
320,2010-06-08T13:30:34.000Z,5
320,2010-06-08T13:30:34.000Z,5
320,2010-06-08T13:30:34.000Z,5
320,2010-06-08T13:30:34.000Z,5
320,2010-06-08T13:50:49.000Z,5
320,2010-06-08T13:50:49.000Z,5
320,2010-06-08T13:50:49.000Z,5
320,2010-06-08T14:11:12.000Z,5
320,2010-06-08T14:11:12.000Z,5
320,2010-06-08T14:11:12.000Z,5
320,2010-06-08T14:11:12.000Z,5
320,2010-06-08T14:11:12.000Z,5
320,2010-06-08T14:31:27.000Z,5
320,2010-06-08T14:31:27.000Z,5
320,2010-06-08T14:31:27.000Z,5
320,2010-06-08T14:31:27.000Z,5
320,2010-06-08T14:31:27.000Z,5
320,2010-06-08T14:52:07.000Z,5
320,2010-06-08T14:52:07.000Z,5
320,2010-06-08T14:52:07.000Z,5
320,2010-06-08T14:52:07.000Z,5
320,2010-06-08T14:52:07.000Z,5
320,2010-06-08T15:13:15.000Z,5
320,2010-06-08T15:13:15.000Z,5
320,2010-06-08T15:13:15.000Z,5
320,2010-06-08T15:33:46.000Z,5
320,2010-06-08T15:33:46.000Z,5
320,2010-06-08T15:33:46.000Z,5
320,2010-06-08T15:33:46.000Z,5
320,2010-06-08T15:33:46.000Z,5
320,2010-06-08T15:54:46.000Z,5
320,2010-06-08T15:54:46.000Z,5
320,2010-06-08T15:54:46.000Z,5
320,2010-06-08T15:54:46.000Z,5
320,2010-06-08T15:54:46.000Z,5
320,2010-06-08T16:16:19.000Z,5
320,2010-06-08T16:16:19.000Z,5
320,2010-06-08T16:16:19.000Z,5
320,2010-06-08T16:37:12.000Z,5
320,2010-06-08T16:37:12.000Z,5
320,2010-06-08T16:37:12.000Z,5
320,2010-06-08T16:37:12.000Z,5
320,2010-06-08T16:37:12.000Z,5
320,2010-06-08T16:57:40.000Z,5
320,2010-06-08T16:57:40.000Z,5
320,2010-06-08T16:57:40.000Z,5
320,2010-06-08T16:57:40.000Z,5
320,2010-06-08T16:57:40.000Z,5
320,2010-06-08T17:18:30.000Z,5
320,2010-06-08T17:18:30.000Z,5
320,2010-06-08T17:18:30.000Z,5
320,2010-06-08T17:18:30.000Z,5
320,2010-06-08T17:18:30.000Z,5
320,2010-06-08T17:39:08.000Z,5
320,2010-06-08T17:39:08.000Z,5
320,2010-06-08T17:39:08.000Z,5
320,2010-06-08T17:59:18.000Z,5
320,2010-06-08T17:59:18.000Z,5
320,2010-06-08T17:59:18.000Z,5
320,2010-06-08T17:59:18.000Z,5
320,2010-06-08T17:59:18.000Z,5
320,2010-06-08T18:19:49.000Z,5
320,2010-06-08T18:19:49.000Z,5
320,2010-06-08T18:19:49.000Z,5
320,2010-06-08T18:19:49.000Z,5
320,2010-06-08T18:19:49.000Z,5
320,2010-06-08T18:40:30.000Z,5
320,2010-06-08T18:40:30.000Z,5
320,2010-06-08T18:40:30.000Z,5
320,2010-06-08T18:40:30.000Z,5
320,2010-06-08T18:40:30.000Z,5
320,2010-06-08T19:01:07.000Z,5
320,2010-06-08T19:01:07.000Z,5
320,2010-06-08T19:01:07.000Z,5
320,2010-06-08T19:01:07.000Z,5
320,2010-06-08T19:01:07.000Z,5
320,2010-06-08T19:21:28.000Z,5
320,2010-06-08T19:21:28.000Z,5
320,2010-06-08T19:21:28.000Z,5
320,2010-06-08T19:21:28.000Z,5
320,2010-06-08T19:21:28.000Z,5
320,2010-06-08T19:42:01.000Z,5
320,2010-06-08T19:42:01.000Z,5
320,2010-06-08T19:42:01.000Z,5
320,2010-06-08T19:42:01.000Z,5
320,2010-06-08T19:42:01.000Z,5
320,2010-06-08T20:02:36.000Z,5
320,2010-06-08T20:02:36.000Z,5
320,2010-06-08T20:02:36.000Z,5
320,2010-06-08T20:23:06.000Z,5
320,2010-06-08T20:23:06.000Z,5
320,2010-06-08T20:23:06.000Z,5
320,2010-06-08T20:23:06.000Z,5
320,2010-06-08T20:23:06.000Z,5
320,2010-06-08T20:44:42.000Z,5
320,2010-06-08T20:44:42.000Z,5
320,2010-06-08T20:44:42.000Z,5
320,2010-06-08T20:44:42.000Z,5
320,2010-06-08T20:44:42.000Z,5
320,2010-06-08T21:05:09.000Z,5
320,2010-06-08T21:05:09.000Z,5
320,2010-06-08T21:05:09.000Z,5
320,2010-06-08T21:05:09.000Z,5
320,2010-06-08T21:05:09.000Z,5
320,2010-06-08T21:26:49.000Z,5
320,2010-06-08T21:26:49.000Z,5
320,2010-06-08T21:26:49.000Z,5
320,2010-06-08T21:26:49.000Z,5
320,2010-06-08T21:26:49.000Z,5
320,2010-06-08T21:47:52.000Z,5
320,2010-06-08T21:47:52.000Z,5
320,2010-06-08T21:47:52.000Z,5
320,2010-06-08T21:47:52.000Z,5
320,2010-06-08T21:47:52.000Z,5
320,2010-06-08T22:08:27.000Z,5
320,2010-06-08T22:08:27.000Z,5
320,2010-06-08T22:08:27.000Z,5
320,2010-06-08T22:08:27.000Z,5
320,2010-06-08T22:08:27.000Z,5
320,2010-06-08T22:28:45.000Z,5
320,2010-06-08T22:28:45.000Z,5
320,2010-06-08T22:28:45.000Z,5
320,2010-06-08T22:28:45.000Z,5
320,2010-06-08T22:28:45.000Z,5
320,2010-06-08T22:49:12.000Z,5
320,2010-06-08T22:49:12.000Z,5
320,2010-06-08T22:49:12.000Z,5
320,2010-06-08T22:49:12.000Z,5
320,2010-06-08T22:49:12.000Z,5
320,2010-06-08T23:09:46.000Z,5
320,2010-06-08T23:09:46.000Z,5
320,2010-06-08T23:09:46.000Z,5
320,2010-06-08T23:09:46.000Z,5
320,2010-06-08T23:09:46.000Z,5
320,2010-06-08T23:30:14.000Z,5
320,2010-06-08T23:30:14.000Z,5
320,2010-06-08T23:30:14.000Z,5
320,2010-06-08T23:30:14.000Z,5
320,2010-06-08T23:30:14.000Z,5
320,2010-06-08T0:00:29.000Z,7
320,2010-06-08T0:00:29.000Z,7
320,2010-06-08T0:00:29.000Z,7
320,2010-06-08T0:05:17.000Z,7
320,2010-06-08T0:05:17.000Z,7
320,2010-06-08T0:05:17.000Z,7
320,2010-06-08T0:10:08.000Z,7
320,2010-06-08T0:10:08.000Z,7
320,2010-06-08T0:10:08.000Z,7
320,2010-06-08T0:10:08.000Z,7
320,2010-06-08T0:10:08.000Z,7
320,2010-06-08T0:15:07.000Z,7
320,2010-06-08T0:15:07.000Z,7
320,2010-06-08T0:15:07.000Z,7
320,2010-06-08T0:19:55.000Z,7
320,2010-06-08T0:19:55.000Z,7
320,2010-06-08T0:19:55.000Z,7
320,2010-06-08T0:24:44.000Z,7
320,2010-06-08T0:24:44.000Z,7
320,2010-06-08T0:24:44.000Z,7
320,2010-06-08T0:29:31.000Z,7
320,2010-06-08T0:29:31.000Z,7
320,2010-06-08T0:29:31.000Z,7
320,2010-06-08T0:34:19.000Z,7
320,2010-06-08T0:34:19.000Z,7
320,2010-06-08T0:39:08.000Z,7
320,2010-06-08T0:39:08.000Z,7
320,2010-06-08T0:39:08.000Z,7
320,2010-06-08T0:49:05.000Z,7
320,2010-06-08T0:49:05.000Z,7
320,2010-06-08T0:49:05.000Z,7
320,2010-06-08T0:54:08.000Z,7
320,2010-06-08T0:54:08.000Z,7
320,2010-06-08T0:54:08.000Z,7
320,2010-06-08T0:59:18.000Z,7
320,2010-06-08T0:59:18.000Z,7
320,2010-06-08T1:09:26.000Z,7
320,2010-06-08T1:09:26.000Z,7
320,2010-06-08T1:09:26.000Z,7
320,2010-06-08T1:14:37.000Z,7
320,2010-06-08T1:14:37.000Z,7
320,2010-06-08T1:14:37.000Z,7
320,2010-06-08T1:14:37.000Z,7
320,2010-06-08T1:14:37.000Z,7
320,2010-06-08T1:24:17.000Z,7
320,2010-06-08T1:24:17.000Z,7
320,2010-06-08T1:24:17.000Z,7
320,2010-06-08T1:24:17.000Z,7
320,2010-06-08T1:29:21.000Z,7
320,2010-06-08T1:29:21.000Z,7
320,2010-06-08T1:29:21.000Z,7
320,2010-06-08T1:34:21.000Z,7
320,2010-06-08T1:34:21.000Z,7
320,2010-06-08T1:34:21.000Z,7
320,2010-06-08T1:34:21.000Z,7
320,2010-06-08T1:34:21.000Z,7
320,2010-06-08T1:39:16.000Z,7
320,2010-06-08T1:39:16.000Z,7
320,2010-06-08T1:39:16.000Z,7
320,2010-06-08T1:44:17.000Z,7
320,2010-06-08T1:44:17.000Z,7
320,2010-06-08T1:44:17.000Z,7
320,2010-06-08T1:49:19.000Z,7
320,2010-06-08T1:49:19.000Z,7
320,2010-06-08T1:49:19.000Z,7
320,2010-06-08T1:49:19.000Z,7
320,2010-06-08T1:49:19.000Z,7
320,2010-06-08T1:54:54.000Z,7
320,2010-06-08T1:54:54.000Z,7
320,2010-06-08T1:54:54.000Z,7
320,2010-06-08T1:59:56.000Z,7
320,2010-06-08T2:04:44.000Z,7
320,2010-06-08T2:04:44.000Z,7
320,2010-06-08T2:04:44.000Z,7
320,2010-06-08T3:37:30.000Z,7
320,2010-06-08T3:37:30.000Z,7
320,2010-06-08T3:37:30.000Z,7
320,2010-06-08T3:43:36.000Z,7
320,2010-06-08T3:43:36.000Z,7
320,2010-06-08T3:43:36.000Z,7
320,2010-06-08T3:43:36.000Z,7
320,2010-06-08T3:43:36.000Z,7
320,2010-06-09T21:31:37.000Z,1
320,2010-06-09T21:31:37.000Z,1
320,2010-06-09T21:31:37.000Z,1
320,2010-06-09T21:31:37.000Z,1
320,2010-06-09T21:31:37.000Z,1
320,2010-06-09T22:12:45.000Z,1
320,2010-06-09T22:12:45.000Z,1
320,2010-06-09T22:12:45.000Z,1
320,2010-06-09T22:33:30.000Z,1
320,2010-06-09T22:33:30.000Z,1
320,2010-06-09T22:33:30.000Z,1
320,2010-06-09T22:33:30.000Z,1
320,2010-06-09T22:33:30.000Z,1
320,2010-06-09T22:54:16.000Z,1
320,2010-06-09T22:54:16.000Z,1
320,2010-06-09T22:54:16.000Z,1
320,2010-06-09T23:35:09.000Z,1
320,2010-06-09T23:35:09.000Z,1
320,2010-06-09T23:35:09.000Z,1
320,2010-06-09T11:09:09.000Z,2
320,2010-06-09T11:09:09.000Z,2
320,2010-06-09T11:09:09.000Z,2
320,2010-06-09T14:04:12.000Z,2
320,2010-06-09T14:04:12.000Z,2
320,2010-06-09T14:04:12.000Z,2
320,2010-06-09T14:09:34.000Z,2
320,2010-06-09T14:09:34.000Z,2
320,2010-06-09T14:09:34.000Z,2
320,2010-06-09T14:09:34.000Z,2
320,2010-06-09T14:09:34.000Z,2
320,2010-06-09T14:19:36.000Z,2
320,2010-06-09T14:19:36.000Z,2
320,2010-06-09T14:19:36.000Z,2
320,2010-06-09T14:29:38.000Z,2
320,2010-06-09T14:29:38.000Z,2
320,2010-06-09T14:29:38.000Z,2
320,2010-06-09T14:35:25.000Z,2
320,2010-06-09T14:35:25.000Z,2
320,2010-06-09T14:35:25.000Z,2
320,2010-06-09T14:35:25.000Z,2
320,2010-06-09T14:35:25.000Z,2
320,2010-06-09T14:40:19.000Z,2
320,2010-06-09T14:40:19.000Z,2
320,2010-06-09T14:40:19.000Z,2
320,2010-06-09T14:50:40.000Z,2
320,2010-06-09T14:50:40.000Z,2
320,2010-06-09T14:50:40.000Z,2
320,2010-06-09T15:46:28.000Z,2
320,2010-06-09T15:46:28.000Z,2
320,2010-06-09T15:46:28.000Z,2
320,2010-06-09T15:46:28.000Z,2
320,2010-06-09T15:46:28.000Z,2
320,2010-06-09T17:04:56.000Z,2
320,2010-06-09T17:04:56.000Z,2
320,2010-06-09T17:04:56.000Z,2
320,2010-06-09T17:04:56.000Z,2
320,2010-06-09T17:04:56.000Z,2
320,2010-06-09T17:15:45.000Z,2
320,2010-06-09T17:15:45.000Z,2
320,2010-06-09T17:15:45.000Z,2
320,2010-06-09T17:15:45.000Z,2
320,2010-06-09T17:15:45.000Z,2
320,2010-06-09T17:46:00.000Z,2
320,2010-06-09T17:46:00.000Z,2
320,2010-06-09T17:46:00.000Z,2
320,2010-06-09T17:55:49.000Z,2
320,2010-06-09T17:55:49.000Z,2
320,2010-06-09T17:55:49.000Z,2
320,2010-06-09T17:55:49.000Z,2
320,2010-06-09T17:55:49.000Z,2
320,2010-06-09T19:09:45.000Z,2
320,2010-06-09T19:09:45.000Z,2
320,2010-06-09T19:09:45.000Z,2
320,2010-06-09T19:24:56.000Z,2
320,2010-06-09T19:24:56.000Z,2
320,2010-06-09T19:24:56.000Z,2
320,2010-06-09T19:50:26.000Z,2
320,2010-06-09T19:50:26.000Z,2
320,2010-06-09T19:50:26.000Z,2
320,2010-06-09T19:55:15.000Z,2
320,2010-06-09T19:55:15.000Z,2
320,2010-06-09T19:55:15.000Z,2
320,2010-06-09T19:55:15.000Z,2
320,2010-06-09T19:55:15.000Z,2
320,2010-06-09T20:00:06.000Z,2
320,2010-06-09T20:00:06.000Z,2
320,2010-06-09T20:00:06.000Z,2
320,2010-06-09T20:05:10.000Z,2
320,2010-06-09T20:05:10.000Z,2
320,2010-06-09T20:05:10.000Z,2
320,2010-06-09T20:10:14.000Z,2
320,2010-06-09T20:10:14.000Z,2
320,2010-06-09T20:10:14.000Z,2
320,2010-06-09T20:10:14.000Z,2
320,2010-06-09T20:10:14.000Z,2
320,2010-06-09T20:15:18.000Z,2
320,2010-06-09T20:15:18.000Z,2
320,2010-06-09T20:15:18.000Z,2
320,2010-06-09T20:20:23.000Z,2
320,2010-06-09T20:20:23.000Z,2
320,2010-06-09T20:20:23.000Z,2
320,2010-06-09T20:25:33.000Z,2
320,2010-06-09T20:25:33.000Z,2
320,2010-06-09T20:25:33.000Z,2
320,2010-06-09T20:30:58.000Z,2
320,2010-06-09T20:30:58.000Z,2
320,2010-06-09T20:30:58.000Z,2
320,2010-06-09T20:30:58.000Z,2
320,2010-06-09T20:30:58.000Z,2
320,2010-06-09T20:36:12.000Z,2
320,2010-06-09T20:36:12.000Z,2
320,2010-06-09T20:36:12.000Z,2
320,2010-06-09T20:41:10.000Z,2
320,2010-06-09T20:41:10.000Z,2
320,2010-06-09T20:41:10.000Z,2
320,2010-06-09T20:46:25.000Z,2
320,2010-06-09T20:46:25.000Z,2
320,2010-06-09T20:46:25.000Z,2
320,2010-06-09T20:46:25.000Z,2
320,2010-06-09T20:46:25.000Z,2
320,2010-06-09T20:56:37.000Z,2
320,2010-06-09T20:56:37.000Z,2
320,2010-06-09T20:56:37.000Z,2
320,2010-06-09T14:14:33.000Z,3
320,2010-06-09T14:14:33.000Z,3
320,2010-06-09T14:14:33.000Z,3
320,2010-06-09T14:45:32.000Z,3
320,2010-06-09T14:45:32.000Z,3
320,2010-06-09T14:45:32.000Z,3
320,2010-06-09T14:45:32.000Z,3
320,2010-06-09T14:45:32.000Z,3
320,2010-06-09T14:56:00.000Z,3
320,2010-06-09T14:56:00.000Z,3
320,2010-06-09T14:56:00.000Z,3
320,2010-06-09T15:01:04.000Z,3
320,2010-06-09T15:01:04.000Z,3
320,2010-06-09T15:01:04.000Z,3
320,2010-06-09T15:01:04.000Z,3
320,2010-06-09T15:01:04.000Z,3
320,2010-06-09T15:05:57.000Z,3
320,2010-06-09T15:05:57.000Z,3
320,2010-06-09T15:05:57.000Z,3
320,2010-06-09T15:11:03.000Z,3
320,2010-06-09T15:11:03.000Z,3
320,2010-06-09T15:11:03.000Z,3
320,2010-06-09T15:16:05.000Z,3
320,2010-06-09T15:16:05.000Z,3
320,2010-06-09T15:16:05.000Z,3
320,2010-06-09T15:21:11.000Z,3
320,2010-06-09T15:21:11.000Z,3
320,2010-06-09T15:21:11.000Z,3
320,2010-06-09T15:21:11.000Z,3
320,2010-06-09T15:21:11.000Z,3
320,2010-06-09T15:26:14.000Z,3
320,2010-06-09T15:26:14.000Z,3
320,2010-06-09T15:26:14.000Z,3
320,2010-06-09T15:31:19.000Z,3
320,2010-06-09T15:31:19.000Z,3
320,2010-06-09T15:31:19.000Z,3
320,2010-06-09T15:31:19.000Z,3
320,2010-06-09T15:31:19.000Z,3
320,2010-06-09T15:36:23.000Z,3
320,2010-06-09T15:36:23.000Z,3
320,2010-06-09T15:36:23.000Z,3
320,2010-06-09T15:36:23.000Z,3
320,2010-06-09T15:36:23.000Z,3
320,2010-06-09T15:41:27.000Z,3
320,2010-06-09T15:41:27.000Z,3
320,2010-06-09T15:41:27.000Z,3
320,2010-06-09T15:52:36.000Z,3
320,2010-06-09T15:52:36.000Z,3
320,2010-06-09T15:52:36.000Z,3
320,2010-06-09T15:57:58.000Z,3
320,2010-06-09T15:57:58.000Z,3
320,2010-06-09T15:57:58.000Z,3
320,2010-06-09T16:03:04.000Z,3
320,2010-06-09T16:03:04.000Z,3
